,content,sentiment
745,"All attempt a reversal in the life puzzle, they begin by trying to build more wealth and assets to be happy. The correct path is first to find your true happiness in order to grow into abundance.",happy
746,New Relationship Quotes,happy
747,Man strives to be happy leaving his pathway to happiness impossible.,happy
748,Serve your happiness wants elegantly on yourself.,happy
749,Reap and enjoy your happiness harvest.,happy
750,Hold your head high and straighten up shaking depression bubbles to air away.,happy
751,"Crush quotes, crushing quotes",happy
752,"Pleasure on earth comes in stray packages, waiting to be seized.",happy
753,Don’t fade away precious moments making up your mind about being happy. It is about letting go!,happy
754,Happiness is a realm of true courage.,happy
755,"It is not fit to bear burdens of great joy, seep into tranquil pleasure.",happy
756,"Happiness is not about finally getting something we desired, it is about appreciating what we already have.",happy
757,Compassion is the key to the happiness of others and your own.,happy
758,Happiness is a seed that roots into a blooming bliss.,happy
759,"There are moments now and again when all in the world is just so right, a gentle heavenly wave on a soul journey.",happy
760,A happy childhood never expires and can be embraced at any time.,happy
761,Happiness is good health with a poor memory that eliminates all the life’s failures.,happy
762,"Love, laughter, health, abundance and a tinge of luck – The Joy of happiness!",happy
763,Happiness is the by-product of a goal.,happy
764,"Happiness is not a location, it is a direction.",happy
765,Outward beautification needs a soul happiness expression to resonate.,happy
766,The true cosmetic for beauty is happiness.,happy
767,One that is happy will devour enjoyment of the scenery on a detour route.,happy
768,Be one happy person. This is a true formula to stay happy.,happy
769,One obstacle kerbing happiness is expecting too much of it.,happy
770,Sculpt away misery engraving happiness into your golden flame of life.,happy
771,Happy thoughts are seeds that sow positivity in abundance.,happy
772,Happiness is an ideal of imagination and not reason.,happy
773,A heart filled with joy has more worth than a pocket of coins.,happy
774,Happiness is not limited in one direction and spreads to all life quarters.,happy
775,A satisfaction overdose leaves you bloated in happiness.,happy
776,One loses happiness when wishing for more happiness.,happy
777,Avoid misery by having sufficient leisure to wonder about your state of happiness.,happy
778,"All have a basic right to pursue happiness, just grab it as it waits in your path. Or create the happiness you desire.",happy
779,Bliss comes to those who are not on a chase for it. Chasing it will be a futile and exhausting path.,happy
780,The root of unhappiness is a futile search for gaining happiness.,happy
781,Being content is a blessing that is not disguised.,happy
782,Happiness is a nest of love.,happy
783,Do not postpone happiness. It is not a temporary phase but interwoven with eternal blessings.,happy
784,"We are in no position to be in control of the world, but we can control our reactions to our life encounters. Choose happiness.",happy
785,Happiness prevails in the present and revives each new day in its presence.,happy
786,Happiness is a form of spiritual and harmonious spring you do not want to stop the feeling.,happy
787,A good exercise is to jump for joy!,happy
788,Happiness is a joyful feast even if the first course was misery that had to be gulped away.,happy
789,Enjoy the sound of a centered soul in the harmonious bliss of happiness.,happy
790,"On the route to happiness, many get detoured in the curved direction.",happy
791,Happiness is contagious; sparking it off for one will spread the glow to many.,happy
792,Happiness needs to spread its wings and grow into every facet and not enclosed a clung perception of a limited enclosure.,happy
793,Happiness is ordinary and everyday consciousness without a concentration on the self concern.,happy
794,The greatest gift to those who love us is simply being happy.,happy
795,"You may not always be happy, but can always spread happiness.",happy
796,Happiness is not ruined in moments of great catastrophes but a repetition of minute habits.,happy
797,A twinge of happiness scatters a mass multitude of grief.,happy
798,Happiness has to be produced to be consumed.,happy
799,You are only as miserable as you perceive to be. Misery is created with seeds sprouted in thoughts of negativity.,happy
800,Happiness is the core of wisdom.,happy
801,Happiness is the task of the inner soul.,happy
802,Unhappiness is aspiring on a lost cause to get unknown wants.,happy
803,"Be happy in the present, or happiness will cease.",happy
804,Happiness has no attached price tags.,happy
805,"In a state of calmness and serenity, inner peace overwhelms painful outer experiences.",happy
806,"Happiness clustered is limited, but letting go will expand the preciousness of it.",happy
807,Valuing the joy and merit of others will lead to happiness.,happy
808,"Without pain, you will not know happiness.",happy
809,"Happiness is about your thoughts, messages and actions are in order.",happy
810,"Happiness is not about owning, earning or consuming, it is gratitude, love and grace in a spiritual reality.",happy
811,Gathering crumbs of happiness which creates a full loaf of contentment.,happy
812,Happiness is harmony between men on the course of his life.,happy
813,Happiness is not about having a troubled mind or a pain in the body.,happy
814,What we need to make us happy is to be enthusiastic about an aspiration.,happy
815,Happiness occurs naturally and seldom is a result of circumstances.,happy
816,"Where there is joy, pain melts away.",happy
817,"Unhappiness can either be unwholesome food, severe labor or erring life habits.",happy
818,Many people miss out on the bliss of happiness as they did not stop to embrace and enjoy it.,happy
819,Being grateful to those that harvest our garden of happiness makes our soul blossom.,happy
820,"For every one minute of anger, sixty seconds of happiness is lost.",happy
821,Happiness is a choice that is conscious and not an automated response.,happy
822,"To be useful is to be happy, and all else, incidental.",happy
823,Counting all the blessings is a paramount key to unlock the door of happiness.,happy
824,Happiness is a soul journey.,happy
825,"The past is gone; the future is not yet here, so we need to embrace the present.",happy
826,"The best route of awareness is a realization of knowing that your problems are actually your own and there is no point in blaming them on family, the government or the pastor who prayed with you, bringing no results of springing happiness. You are in control of your destiny.",happy
827,The happiest in the world are those who fully love themselves and accept the responsibility of every life aspect.,happy
828,Optimism is a magnet of happiness. Staying positive will attract all the best for you.,happy
829,Practicing true compassion brings immediate happiness that is long lasting.,happy
830,Happiness is living each day as if it is your first honeymoon day and last vacation day.,happy
831,Happiness is about choice. Most are as happy as they chose to be.,happy
832,We must learn to let go of the life we carefully planned and motion with the life waiting in our pathway.,happy
833,"Freedom is by doing what you prefer to do, but happiness is about liking what you have chosen to do.",happy
834,Spending a lifetime anticipating and preparing for a storm will seize moments to lay back and devour the sunshine.,happy
835,"Each day is a new beginning, a new chapter to start afresh in a new spark. Forget about what did not happen or focus on what can be.",happy
836,"Do not aim to be better than the other person, but aim to better yourself.",happy
837,"Happiness is not a piece of a lost puzzle, it is self-created.",happy
838,Choose to live life as the miracle is in everything around you.,happy
839,"If you chase happiness it eludes you, but just like a butterfly, it will rest on your shoulder if you are not pursuing to capture it.",happy
840,To be happy does not mean that all is perfect. It means that you have chosen to look beyond any imperfections.,happy
841,"Whether it is anger, frustration, jealousy or joy, they are all universe gifts for our enjoyment or growth.",happy
842,"The journey of life should be one you fall in love with and once you love this journey of life, you will always be in love with life.",happy
843,"Happiness is a direction, not a place. The only thing that will make you happy is being happy with who you are",happy
844,Happiness is letting go of what you think your life is supposed to look like,happy
845,Success is not the key to happiness. Happiness is the key to success. ,happy
846,"If you want to be happy, set a goal that manages your thinking, expresses your strengths, and inspires your hopes",happy
847,Figure out how to esteem yourself which means battling for your satisfaction,happy
848,"Not he who has much is rich, but he who gives much",happy
849,"If the only tool you have is a hammer, you tend to see every problem as a nail",happy
850,You may also like Best Attitude status quotes for WhatsApp,happy
851,Distance between madness and talent is measured only by success,happy
852,Never confine yourself to the limited imagination of others; Never limit yourself to others because of your limited imagination,happy
853,Happiness is not something ready-made. It comes from your own actions,happy
854,"Happiness and sadness run parallel to each other. When one rests, the other begins to tingle.
.) The purpose of our lives is to be happy",happy
855,Happiness is not a goal; it is a by-product,happy
856,The pursuit of happiness is one of the main sources of hunger,happy
857,"When you love what you have, you have everything you need",happy
858,"To succeed in life, you need two things: ignorance and confidence",happy
859,Don’t wait. The time will never be just right,happy
860,"After every difficulty, ask yourself two questions: “What did I do right?” and “What would I do differently?",happy
861,Don’t brood. Get on with living and loving. You don’t have forever,happy
862,Doing the best at this moment puts you in the best place for the next moment,happy
863,Life’s real failure is when you do not realize how close you were to success when you gave up,happy
864,"If you’re going through hell, keep going",happy
865,Happiness is where we find it but rarely where we look for it,happy
866,Be miserable. Or motivate yourself. Everything you have to do is always your choice,happy
867,The first step to success is refusing to be a prisoner of the environment when you first find yourself,happy
868,Don’t miss: + Awesome status in English,happy
869,Attitude is as important as the ability for success,happy
870,Judge your success by what you had to give up in order to get it,happy
871,Spread love everywhere you go. Let no one ever come without leaving happier,happy
872,There is no cosmetic for beauty like happiness,happy
873,"Happiness is when what you think, what you say and what you do are consistent",happy
874,The happiness of your life depends upon the quality of your thoughts,happy
875,"Happiness always looks small while you hold it in your hands, but let it go, and you learn at once how big and precious it is",happy
876,Ups and downs. Victories and defeats. Sadness and happiness. That’s the best kind of life,happy
877,Action is the key to all success,happy
878,Victory is sweetest when you’ve known defeat,happy
879,Success is simple. Do the right thing at the right time,happy
880,Your work is to discover your world and then with all your heart,happy
881,"Achievement, as a rule, goes to the individuals who are excessively occupied for it",happy
882,Success is largely a matter of holding on after others have let go,happy
883,Start where you are. Use what you have. Do what you can,happy
884,"Success seems to be connected with action. Successful people keep moving. They make mistakes, but they don’t quit",happy
885,"embarrassed by your failures, learn from them and start again",happy
886,"I can’t give you the formula for success, but I can give you the formula for failure which is: Try to make everyone happy",happy
887,Success is going from failure to failure without losing enthusiasm,happy
888,"If you think a simple task is powerful, just keep going",happy
889,The successful man is the one who finds out what is the matter with his business before his competitors do,happy
890,"You have to learn the rules of the game. At that point, you need to play better than any other person",happy
891,"Amateurs sit and wait for inspiration, the rest of us just get up and go to work",happy
892,Don’t interfere with what you can’t do,happy
893,Life isn’t about finding yourself. Life is about creating yourself,happy
894,Success is about how high you jump when you hit the bottom,happy
895,Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better,happy
896,What seems to us as bitter trials are often blessings in disguise,happy
897,"Your attitude, not your aptitude, will determine your altitude",happy
898,"The successful warrior is the average man, with laser-like focus",happy
899,My real smile comes out when i am with you ♥,happy
900,Love + Trust + Honesty = Long Lasting Relationship.,happy
901,"""Life is not about who hurt you and broke you down. It's about who was always there and who made you smile again """,happy
902,"I can see the future , Let me give you a Clue , it's "" ME + U """,happy
903,Sometimes words are not enough.,happy
904,"A Man who truly loves you will be angry at you for so many things, but will never leave you.",happy
905,"Love is sweet when its new, but sweeter when its true.",happy
906,"Love is blind, Be careful",happy
907,The best love story is when you fall in love with the most unexpected person.,happy
908,Its nice when someone cares about you as much as you care about them.,happy
909,"Dude,you are lucky, you got her. She is YOURS. So step up, treat her right or she wont be yours for long.",happy
910,Just seeing your smile makes me feel better inside.,happy
911,"LOVE Is The other Name ofRespect,If You Can't Respect Your LovedOne,....Then You Don't Deserve to BeLoved",happy
912,Every girl needs a good guy who can help her laugh when she thinks she will never smile again,happy
913,"A Memory of true Love is like a favorite Song, no matter how many times it plays again, You never get tired of it.",happy
914,"Every GIRL deserves a boy who can change her LIFE, not only her relationship status.",happy
915,"I don't need a perfect relationship, I just need someone who won't give up on me.",happy
916,"Because of you, I laugh a little louder, cry a lot less, and smile a lot more.",happy
917,Call me old fashioned but i actually take relationships seriously.,happy
918,Love is sweet when it's new. But it is sweeter when it's true,happy
919,"I hate it when Facebook's always asking me what is on my mind, coz it's always you. and I won't share you. ♥",happy
920,Relationships takes two people . Not one person being faithful and another acting single .,happy
921,Sitting alone and enjoying your own company is better than being surrounded by fake people.,happy
922,"Everybody knows how to love, but only few people know how to stay in love with one person forever.",happy
923,"If you love her, dont ever make her cry.",happy
924,"I may not be perfect, but I am original.",happy
925,Communication+Trust = A relationship that will last a lifetime.,happy
926,"i just want a cute, long lasting relationship.",happy
927,A single text from you can change my mood at any moment.,happy
928,"Relationships are like drugs, they either kill you, or give you the best feeling of your life.",happy
929,A day without you is always incomplete.,happy
930,"First you care, then you get hurt.",happy
931,"Good relationships don't just happen. They take time, patience, and two people who truly want to be together.",happy
932,"In every girl's life, there's a boy she'll never forget; In every boy's life there's a girl he can never get ♥",happy
933,"Relationships start with ""Can we talk?"" and end in ""We need to talk"".",happy
934,I love it when you hold me like you will never let me go.,happy
935,Even though we are million miles away. We will always be together.,happy
936,I get mad because i care.,happy
937,"Love doesn't depend on sight or sound, just heart beats.",happy
938,"I want vitamin ""U""",happy
939,"Your girlfriend is gorgeous and loyal. Why flirt with other girls? Why cheat? It's like throwing away a diamond, and picking up a rock.",happy
940,My heart is perfect because.. you are inside.,happy
941,I want an honest relationship. no secrets. no lies. no cheating.,happy
942,"Whatever the question, the answer is love.",happy
943,The happiest couples never have the same character. They have the best understanding of their differences...,happy
944,Nice Lips . . . Can i kiss them ? ♥,happy
945,"saying ""I've moved on!"" but still feeling something when suddenly see the person",happy
946,Best relationships usually begins UNEXPECTEDLY,happy
947,A Broken heart is what Changes People.,happy
948,i will never hurt you is one of the most popular lies.,happy
949,"It's crazy how you can go months or years without talking to someone, but they still cross your mind everyday",happy
950,"IF you really love that person, you wouldnt even think about cheating on them.",happy
951,"Make a relation with someone, who is not only proud to have you but will take every risk to be with you..:)",happy
952,I won't give up on us ♥,happy
953,"""Real men don't date the most beautiful girl in the world, they date the girl who makes their world the most beautiful.""",happy
954,"Beauty isn't about having a pretty face. It's about having a pretty mind, a pretty heart, and a pretty soul.",happy
955,Distance means nothing when someone means everything.,happy
956,"""“If you judge people, you have no time to love them.” - Mother Teresa""",happy
957,I m in love with you.,happy
958,"Cheer up, sweet beautiful girl you are going to love again and it will be magnificent.",happy
959,"Sometimes love is like a cactus. The tighter you try to hold on, the more it hurts.",happy
960,We are more than friends but less than a couple.,happy
961,"My ""Heart"" is always your!",happy
962,"A true relationship is having someone who accepts your past, supports your present, loves you and encourages your future.",happy
963,"i love you, but i hate the way you act sometimes.",happy
964,The hardest thing is not talking to someone you used to talk to everyday.,happy
965,You don't mean ANYTHING to me... you mean EVERYTHING to me...,happy
966,Distance is just a test to see how far love can really go.,happy
967,Behind every beautiful girl is the ugly relationship that made her scared to love again.,happy
968,Just because we're not close anymore doesn't mean I don't care about you.,happy
969,"Relationships where you just sit around doing nothing,but still have fun because you're together. ♥",happy
970,"Don’t Make Me An Option, When I’ve Made You My Priority.",happy
971,"My love for you is like a circle, it has no end.",happy
972,"3 main rules in relationships: Dont lie, dont cheat and dont make promises you cant keep.",happy
973,"Dear Ladies if he takes time to argue with you, he cares about you more than you think.",happy
974,"We met, we talked, we liked, we called, we texted, we dated, we committed, I loved, you cheated, we're done, you're deleted.",happy
975,"A real boyfriend never ""gives up"" on his girl. He fights for her .",happy
976,There is always someone who loves you more than you know.,happy
977,"I'm loyal, but it always seems like I'm loyal to the wrong people.",happy
978,"When people get suspicious, trust disappears.",happy
979,Love yourself first and everything else falls into line.,happy
980,"You are every reason, every hope and every dream I've ever had.",happy
981,"True love doesn't have a happy ending,because True love never ends....",happy
982,"Looks aren't everything. Find a heart that will love you at your worst , & arms to hold you at your weakest. ♥",happy
983,"""Girls want a guy who say "" i love you "" every night and proves it every day .""",happy
984,"If you were thinking about someone, while Studying you're definitely in Love.",happy
985,A relationship will only go as far as you both want it to.,happy
986,"Maybe we don’t have a Perfect Relationship. We fought, argue, cry, commit mistakes. But we have Similarities, we’re both Love each other.",happy
987,"Texting is fine, calling is okay. But being with you is the best.",happy
988,True Love = No doubts + No jealousy + No worries then life is good.,happy
989,"I'm not ignoring you, I'm just waiting for you to talk to me first.",happy
990,"My ""last seen at"" was just to check your ""last seen at"".",happy
991,"I need someone who will actually stand by my side, no matter what mood i am in .",happy
992,why jump into a reationship if your clearly not over the last one? thats not fair to the other person,happy
993,I enjoy every moment I spend with you.,happy
994,"Love when you're ready, not when you are alone.",happy
995,I want someone who comes into my life by accident and stays on purpose.,happy
996,"My mom told me angels are in heaven, so why is she on Earth?",happy
997,Relationship starts with can we talk and ends with we need to talk.,happy
998,We all want someone who is scared to lose us and would do anything to keep us. ♥,happy
999,"If my love for you is a crime, I want to be the most wanted criminal.",happy
1000,"""There are Billions of people in this World But Sometimes you really need just One.""",happy
1001,Listen to my little heart. It always says your name with every heartbeat.,happy
1002,"Love isn't complicated, people are.",happy
1003,In life I need only you!,happy
1004,"I don't need geography, you are my world. ♥",happy
1005,"Accept me at my strongest, support me at my weakest",happy
1006,Love is The Greatest Refreshment in Life.,happy
1007,A real man can't stand seeing his woman hurt. He is careful with his decisions and actions so he never have to be responsible for her pain.,happy
1008,I Love U Dear With Every Beat Of My Heart.,happy
1009,Your heart and mine are forever one.,happy
1010,The best feeling is that first kiss.,happy
1011,True love is when the only thing that makes you cry is seeing the one you care about unhappy.,happy
1012,love me less but love me long...,happy
1013,"Dont promise me the moon or the stars, just promise you will stay under them with me forever.",happy
1014,"Fire is like love, it keeps you warm but sometimes you'll get burned.",happy
1015,"We all have that one person that we will always have feelings for no matter what.
Just one look and it takes you right back to those memories.",happy
1016,"Sometimes i pretend that i dont care. But really, i care more than anyone else ever will.",happy
1017,"His story is History, My Story is Mystery.",happy
1018,"Love is a bird, let it fly.",happy
1019,"Sometimes, I do want a romantic relationship like in the movies.",happy
1020,True love doesn’t mean being inseparable; it means being separated and nothing changes.,happy
1021,Typing a huge Paragraph with your true feelings but then erasing it and typing .. yeah ..,happy
1022,The best relationship is when you can lay next to each other and just talk about anything and everything.,happy
1023,"Love is not about how much you say ""i love you"" but how much you can prove that it's true.",happy
1024,Love Is Blind But Beautiful,happy
1025,"""Sometimes we don't know if some1 really have feelings for us, Or if it's all just a game""",happy
1026,A relationship where you can act like complete idiots together is the sweetest thing ever.,happy
1027,Wait for the boy that would do anything to be your everything,happy
1028,Laughing while kissing means I am completely comfortable with you.,happy
1029,You can’t be just friends with someone you’re madly in love with,happy
1030,I Don't Ask For Much Because With You I Have Everything.,happy
1031,"The hardest part of acting like you don’t care, is knowing how much you actually do.",happy
1032,True Love Has a Habbit of coming Back.,happy
1033,All I need is your love.,happy
1034,Love is master key of opening a gate of happiness.,happy
1035,"I can live without money, but I cannot live without Love.",happy
1036,I need you like a heart needs a beat.,happy
1037,Love is so strange.. sometimes it becomes reason to live life..!! and sometimes it becomes reason to leave life.. ..!!,happy
1038,Best feeling comes when you get text from the person you were thinking about. ♥,happy
1039,"I think i love you, but don't even know you.",happy
1040,Relationships fail because girls love too much and the boys love too many.,happy
1041,"I still care, that ‘s the problem",happy
1042,"Some love one, some love two. I love one that is you.",happy
1043,God asks only that you include yourself among those you love.,happy
1044,I think the perfect hugs are when someone hugs me without me asking.,happy
1045,"The shortest word for me is ""I""... The sweetest word for me is ""Love""... The only word for me is ""You""...",happy
1046,The best feeling is when you look at the one you love and they’re already looking at you.,happy
1047,"One love, one heart, one destiny.",happy
1048,"If we kiss , i'm biting your lip ♥",happy
1049,True love does not tolerate outsiders,happy
1050,Don’t play with someone’s heart if you have no intention for a SERIOUS RELATIONSHIP .,happy
1051,LoVe ThE oNe WhO LoVeS YoU..... nOt ThE oNe WhOm YoU LoVe.,happy
1052,We fall in love by chance. We stay in love by choice.,happy
1053,You're like a drug that's killing me.,happy
1054,"Without trust you don't have a relationship, just two friends who act like lovers.",happy
1055,With You It's Different.,happy
1056,I'm not her first but I will do anything to be her last. She is my one and only.,happy
1057,I admit that i get Jealous when you’re talking to someone else instead of me.,happy
1058,Every relationship has its problems. But what makes it perfect is when you still want to be there when everything sucks!,happy
1059,"I like when you smile, but I love it when I’m the reason.",happy
1060,You dont need somebody to tell you they love you. You can tell by the way they treat you.,happy
1061,"I want a long, cute relationship where everyone is like ""DAMN, they're still together?"" ",happy
1062,"We come to love not by finding a perfect person, but by learning to see an imperfect person perfectly.",happy
1063,You're the girl that I want to grow old with.,happy
1064,I only want 3 things: See you. Hug you. Kiss you.,happy
1065,I love you more today than yesterday but I do love you less today than I will tomorrow.,happy
1066,"I love when people are straight up honest with their feelings, it makes everything so much easier.",happy
1067,Every time I look at the keyboard U and I always together.,happy
1068,Can I borrow a Kiss? I promise I'll give it back.,happy
1069,"The person who hates you, loves you the most.",happy
1070,I don't even know why I like you. But I just do.,happy
1071,"Don't try to understand a Girl Completely , If u Do You either go Mad Or You will start Loving her.",happy
1072,"You know you have experienced real love, when you have lost it. ",happy
1073,True Love never dies it only gets stronger with time. ,happy
1074,Apologizing doesn't mean you were wrong. It simply means you value your love and friendship over your ego.,happy
1075,"When you really care about someone, their happiness matters more than yours.",happy
1076,"Love is that ,which can never explained.",happy
1077,"Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.",happy
1078,Only you can give me that feeling.,happy
1079,True love has a habit of coming back.,happy
1080,I lost my Heart Can Any body See...??,happy
1081,Don’t give them the keys to your heart if you know they will lose it. Love is about taking risks not being stupid.,happy
1082,"Honestly, I don't have time to hate people who hate me cause I'm too busy loving people who love me.",happy
1083,"Love is a feeling, give it when I want it, babe.",happy
1084,"I don't fall in love with faces, I fall in love with personalities.",happy
1085,I don't want to listen to just what you say. I want to feel what you mean.,happy
1086,You don't really need someone to complete you. You only need someone to accept you completely.,happy
1087,I just had to come talk with you. Sweetness is my weakness.,happy
1088,"I don't want much... Just your hugs, kisses and you.",happy
1089,Being faithful is not hard if you really care about them.,happy
1090,"I love you and you love me, then why can't we be together?",happy
1091,"Dear heart, please fall in love only when you're ready, not when you're lonely.",happy
1092,"Love is cute when it's new, but love is most beautiful when it lasts.",happy
1093,Love never dies...only the lover changes.,happy
1094,Being in LOVE is like Being DRUNK. No control over what you do.,happy
1095,"The less you open your heart, the more your heart suffers.",happy
1096,"I love you, just the way you are.",happy
1097,When love is not madness it is not love.,happy
1098,"We argue, we fight....but by the end of the night, we're alright",happy
1099,A girl is happiest when she knows you make her your everything. In front of everyone.. every time,happy
1100,"Even if I had a million reasons to move on, I'd still look for one to stay.",happy
1101,I hate fighting with the one person who makes me smile the most.,happy
1102,Love is being stupid together.,happy
1103,"Deep inside my heart, I still feel I need someone to love and care.",happy
1104,You left me? Fine! But don't love somebody else in front of me.,happy
1105,If you fall in love... be ready for the tears..!!,happy
1106,"Believe, hope, and pray for love, but don't put your life on hold waiting for love.",happy
1107,Love is in your heart.. Peace is in you nerves.. Truth is in your mind.,happy
1108,A relationship with God is the most important relationship you can have.,happy
1109,"Sometimes I push you away, because i need you to pull me closer.",happy
1110,"if she's amazing,she wont be easy.if shes easy, she wont be amazing. if shes worth it, you wont give up, if you give up you're not worth it.",happy
1111,The way to fill your life with love is very simple: if you want more love give more love.,happy
1112,"I love seeing couple fall in love and stay in love, its so rare these days.",happy
1113,"I don't want anyone else to have your heart, kiss your lips, be in your arms, be the one you love. I don't want anyone to take my place.",happy
1114,Not even a million fights could make me hate you .,happy
1115,Your love is all I need to feel complete.,happy
1116,Love is what makes you smile when you're tired.,happy
1117,Love the person who really suffers without you..!!,happy
1118,"To know the person, you must love him",happy
1119,Love is when the heart beats faster,happy
1120,You are my favorite reason to lose my sleep.,happy
1121,The person loves you more will fight with you daily without any reason,happy
1122,Let all that you do be done n love.,happy
1123,If you love something set it free.,happy
1124,"if you truly love someone, Being faithful is easy.",happy
1125,if love is true ...it will always find a way.,happy
1126,I really want a relationship. A long one. A happy one.,happy
1127,I don't know which is worse; keeping your love for someone a secret or telling them and being rejected.,happy
1128,Gravitation is not responsible for people falling in love.,happy
1129,"If I tell you ""I love you"" then I actually do love you.",happy
1130,Best conversations usually happen late at night.,happy
1131,Sometimes you just need to maintain a distance to keep them close to you.,happy
1132,Retweet if I am not following you and you want me to! I will follow you back :) ,happy
1133,"To be honest, you are the only one i have ever spent this much time and effort on.",happy
1134,Just because I'm busy doesn't mean I don't love you,happy
1135,"I need you, you need me. Let's make it work.",happy
1136,Love me for a second and I'll love you forever.,happy
1137,Be the type of person you want to meet.,happy
1138,forever is a long time but i wouldnt mind spending it by your side.,happy
1139,She loves me or not but I love her a lot.,happy
1140,Love never fail.we fail to love.,happy
1141,"You cannot belong to someone else, until you belong to yourself.",happy
1142,"Sometimes, when you madly love someone, you don't need words to describe it",happy
1143,It's nice when someone cares about you as much as you care about them.,happy
1144,Your Love Is Like Wine; I Want To Get Drunk,happy
1145,Loving isn't caretaking and caretaking isn't love. we can't buy love... it's a gift.,happy
1146,True love isn’t love at first sight but love at every sight.,happy
1147,Love is like war: easy to begin but very hard to stop.,happy
1148,We are shaped and fashioned by those we love.,happy
1149,I love you more than there are stars in the sky and fish in the sea.,happy
1150,True love doesn’t have happy ending …it has No ending.,happy
1151,"I don't hate Peoples ,I just love Peoples who loves me.",happy
1152,"The heart that loves, stays always young.",happy
1153,GIRL: Describe me in 1 word. —- BOY: Mine ,happy
1154,Love means exposing yourself to the pain of being hurt by someone you trust.,happy
1155,"Love begins with a smile, grows with a kiss, and ends with a teardrop.",happy
1156,"I've no idea what happened to me, but all I know it's I love you.",happy
1157,loves when you listen to a song and it relates 100% sure to how you feel. ,happy
1158,I wish you could love me the way I love you.,happy
1159,You taught me how to love but not how to stop.,happy
1160,By far the most important form of attention we can give loved one is listening.,happy
1161,Be like a flower that gives its fragrance to even the hand that crushes it.,happy
1162,"Peopel love others not for who they are, but for how they make us feel.",happy
1163,At the touch of love everyone becomes a poet.,happy
1164,Cuddling with you would be perfect right now.,happy
1165,The tighter the hug the better it feels.,happy
1166,"It's been said that you only truly fall in love once, but I don't believe that. Every time I see you, I fall in love all over again.",happy
1167,"I love your smile, your eyes, your laugh, your personality, your humor but the only thing I hate is that "" I will never be yours... """,happy
1168,Every girl needs a good guy to help her laugh when she thinks she'll never smile again.,happy
1169,"You have no idea how much l like you. How much you make me smile, how much l love talking to you, or how much l wish you were here.",happy
1170,"Someone who truly loves you, sees what a mess you can be, how moody you can get, and how hard you can be to handle, but still wants you.",happy
1171,Good relationship is worth the wait . ,happy
1172,"You either live in love or die, there is no way in between",happy
1173,When I count my blessings i count you twice.,happy
1174,When I talk to you i fall in love over and over again.,happy
1175,I love you even when I hate you.,happy
1176,"I love you yesterday I love you still, I always have... I always will",happy
1177,Love is the only thing that control every single emotion you have.,happy
1178,"Love never fails and when it fails in life, then its not love!",happy
1179,Wanna Hug Yuh soo tight..That even air couldn't fill the space between us,happy
1180,"Don't kiss behind the garden, Love is blind but the neighbours are not.",happy
1181,One day you'll meet someone who doesn't care about your past because they want to be with you in future.,happy
1182,We are incapable of loving another unless we love ourselves.,happy
1183,Hattered does not cease with hatered. Haterd ceases by love.,happy
1184,Jealousy is just Love and Hate at the same Time,happy
1185,Give me a man any time who does good to me because he loves me rather that one does good to me in order to fulfill his moral duty.,happy
1186,wait for the boy that would do anything to be your everything .,happy
1187,"Everytime I look at the keyboard, I always see U and I together.",happy
1188,"""Another year over, and we are still together. Its not always easy, but i'll be there forever. (:""",happy
1189,"Love is not what the mind thinks, but what the heart feels.",happy
1190,"“Love is many things,none of them logical.”",happy
1191,You think you're one of millions but you're one in a million to me.,happy
1192,I want you today and tomorrow and next week and for the rest of my life.,happy
1193,You can never buy Love....But still you have to pay for it.,happy
1194,"Love reveals all things, believes all things, endures all things. Love never fails.",happy
1195,"If you would learn the secret of right relations, look only for the divine in people and things, and leave the rest to God.",happy
1196,In Love 'Sorry' Should Not Have To Be Said,happy
1197,"If I know what love is, it is because of you.",happy
1198,The spaces between your fingers are meant to be filled with mine.,happy
1199,"In you i H've Found the love of my life and my closest, truest friend.",happy
1200,The magic of first love is our ignorance that it can never end.,happy
1201,Love can't be found Where it doesn't exist ..,happy
1202,"Never hurt people who love you a lot, because they won’t hurt you back. But they’ll probably have no choice but to leave you forever…",sad
1203,"Don’t expect me to tell you what you did wrong. If you can’t figure it out yourself, then you are not ready to correct it,cos you did not know it was a mistake.",sad
1204,I preferred walking away than fighting for you not because you were not worth fighting for but because you never asked me to stay…,sad
1205,"Moving forward in life isn’t the hard part, it’s leaving behind someone, you thought was meant to move forward with you 🙁 🙁",sad
1206,"Never cry for anyone in your life, because those you cry for don’t deserve your tears and those who are deserving will never let you cry.",sad
1207,Seven billion people on this planet and I have 2 friends,sad
1208,I know you won’t come back but my heart will take life long time to accept this.,sad
1209,"When you are in a habit to talk someone daily, a day without talking to them feels like a year passed",sad
1210,Value the person when they are alive don’t cry for them when they are dead.,sad
1211,"A magic of songs and sound, When you are happy you just listen the song, but when you are sad you understand the song…",sad
1212,Behind every flirty boy there is a girl who left him alone with no reasons!!,sad
1213,"I don’t get tired of loving you. I just get tired of waiting, assuming, hearing lies, saying sorry and getting hurt.",sad
1214,"The hardest thing to do is watch the person you love, love someone else.",sad
1215,"I will never stop caring, but if you decide to push me away, I will go.",sad
1216,It hurts when you have someone in your heart but can’t have in your arms….,sad
1217,"The more you show your true feelings, the more people find ways to hurt you.",sad
